Episode,Cross-Entropy Method,Cross-Entropy Method_ErrorBar
1173,1397.11,74.3047
1174,1400.6,75.7611
1175,1350.45,68.3448
1176,1341.97,68.9752
1177,1254.78,87.6363
1178,1221.08,89.5119
1179,1292.14,96.9876
1180,1302.59,94.5303
1181,1371.9,75.0939
1182,1384.42,74.5941
1183,1338.47,83.5411
1184,1380.73,75.813
1185,1395.11,63.8009
1186,1397.08,63.9563
1187,1402.5,56.6593
1188,1388.8,59.1509
1189,1299.13,80.26
1190,1295.3,80.5276
1191,1344.21,78.0174
1192,1297.25,84.5884
1193,1196.53,91.5516
1194,1202.26,91.7386
1195,1315.83,84.6225
1196,1337.13,76.874
1197,1298.53,86.7612
1198,1307.27,85.4314
1199,1391.55,58.99
1200,1372.35,60.5328
1201,1329.13,79.9459
1202,1332.77,79.8511
1203,1331.42,72.1206
1204,1373.69,67.3056
1205,1348.27,81.7318
1206,1318.52,83.35
1207,1319.34,85.8325
1208,1335.86,85.9208
1209,1344.55,69.3301
1210,1361.19,66.1922
1211,1348.94,68.5413
1212,1376.37,67.6082
1213,1324.65,79.1632
1214,1337.99,78.7296
1215,1387.73,73.1608
1216,1391.42,72.4842
1217,1401.49,66.8578
1218,1374.33,73.6795
1219,1359.07,84.8756
1220,1364.66,84.5075
1221,1363.97,71.6829
1222,1321.04,84.8149
1223,1240.97,89.3827
1224,1197.79,97.754
1225,1421.79,62.3385
1226,1391.82,69.322
1227,1414.08,61.2436
1228,1413.4,61.4007
1229,1311.19,78.0239
1230,1306.88,71.7261
1231,1356.68,72.3064
1232,1360.91,72.1945
1233,1419.66,58.9431
1234,1427.46,58.5837
1235,1347.29,87.8232
1236,1362.05,87.2261
1237,1336,78.8578
1238,1345.58,77.937
1239,1268.26,99.0322
1240,1214.18,102.142
1241,1418,66.5772
1242,1417.65,66.1013
1243,1406.01,68.5904
1244,1428.21,66.3572
1245,1397.17,60.9059
1246,1436.83,53.6922
1247,1351.66,83.7187
1248,1352.79,83.8295
1249,1286.04,76.4144
1250,1294.43,76.1185
1251,1374.18,72.2437
1252,1388.77,71.624
1253,1442.53,56.7739
1254,1412.25,61.9502
1255,1420.64,82.5612
1256,1420.56,82.273
1257,1412.69,56.7142
1258,1420.16,56.1329
1259,1359.57,77.333
1260,1373.91,75.8882
1261,1434.01,62.8949
1262,1418.51,64.6922
1263,1447.39,52.6898
1264,1453.89,52.6445
1265,1307.42,82.6021
1266,1306.98,81.8383
1267,1352.82,72.4099
1268,1342.11,71.1889
1269,1304.33,83.6107
1270,1282.79,85.1111
1271,1462.9,52.0203
1272,1471.73,51.3005
1273,1337.64,77.4778
1274,1336.36,77.7874
1275,1400.69,73.2513
1276,1414.83,71.2522
1277,1474.88,65.6066
1278,1477.41,66.1464
1279,1410.54,68.5402
1280,1397.76,69.7932
1281,1260.53,93.6156
1282,1238.04,96.3548
1283,1480.24,51.1524
1284,1481.37,51.0589
1285,1477.28,54.9918
1286,1477.71,54.8396
1287,1448.62,49.7569
1288,1435.06,53.0325
1289,1499.61,48.4837
1290,1497.57,47.9557
1291,1378.04,73.7336
1292,1378.45,72.5428
1293,1361.02,76.9821
1294,1360.86,76.4347
1295,1369.04,71.694
1296,1352.66,71.6292
1297,1409.91,65.5109
1298,1415.55,65.5865
1299,1432.53,54.4311
1300,1450.35,53.0453
1301,1424.89,53.7262
1302,1364.99,66.3984
1303,1466.61,47.9422
1304,1445.06,53.249
1305,1341.38,75.0788
1306,1346.06,75.0814
1307,1443.17,59.3076
1308,1430.06,60.4121
1309,1385.72,73.8964
1310,1403.72,72.6981
1311,1386.89,63.2464
1312,1378.23,63.2962
1313,1300.1,83.0294
1314,1276.25,83.6909
1315,1406.49,57.3342
1316,1390.02,60.2149
1317,1487.27,57.4303
1318,1493.09,57.334
1319,1352.39,73.8151
1320,1381.98,65.6694
1321,1275.67,98.9195
1322,1262.89,99.3141
1323,1381.3,70.9663
1324,1403.08,67.4837
1325,1367.7,69.0672
1326,1354.32,71.7098
1327,1402.09,65.5629
1328,1401.17,65.662
1329,1456.9,55.8831
1330,1422.85,60.518
1331,1298.61,87.2428
1332,1310.33,86.2909
1333,1313.65,90.7103
1334,1331.17,85.9311
1335,1361.61,70.2244
1336,1297.69,86.0105
1337,1383.94,75.6807
1338,1416.82,71.041
1339,1408.78,67.5544
1340,1411.32,67.0417
1341,1476.57,51.2818
1342,1482.39,51.3611
1343,1461.17,57.2601
1344,1448.21,58.3875
1345,1273.54,94.2873
1346,1301.22,91.2835
1347,1433.01,61.0154
1348,1434.49,60.8955
1349,1412.65,70.2549
1350,1379.71,76.0818
1351,1402.55,59.1393
1352,1411.92,58.0417
1353,1334.55,78.248
1354,1338.48,77.087
1355,1436.91,49.2214
1356,1383.75,70.038
1357,1375.07,76.5643
1358,1416.27,59.3137
1359,1448.1,49.949
1360,1450.62,48.5336
1361,1327.04,77.6808
1362,1369.31,73.55
1363,1378.17,68.3657
1364,1365.2,68.1146
1365,1404.46,68.4003
1366,1406.62,68.0448
1367,1387.39,65.0906
1368,1388.28,67.882
1369,1372.62,71.5237
1370,1390.12,64.1988
1371,1368.57,79.9384
1372,1309.97,87.0362
1373,1421.92,63.6911
1374,1391.7,67.5124
1375,1442.76,76.5854
1376,1424.35,78.6615
1377,1427.26,57.8859
1378,1431.77,58.067
1379,1485.33,53.9239
1380,1484.44,55.399
1381,1415.15,69.2395
1382,1437.99,62.4947
1383,1446.14,55.8394
1384,1454.48,55.0626
1385,1514.87,42.8218
1386,1530.95,36.2641
1387,1455.53,57.0717
1388,1440.88,60.1363
1389,1437.69,67.9546
1390,1437.71,68.0573
1391,1445.74,62.0515
1392,1387.5,74.1276
1393,1358.86,84.433
1394,1334.31,85.5601
1395,1466.37,53.3287
1396,1460.53,53.3526
1397,1454.04,57.1855
1398,1456.81,56.9775
1399,1512.83,47.2083
1400,1528.93,45.8739
1401,1396.25,68.9756
1402,1384.31,69.9372
1403,1458.64,65.4941
1404,1447.02,64.8641
1405,1384.71,81.9941
1406,1383.45,82.255
1407,1451.46,56.918
1408,1407.21,75.0972
1409,1381.99,82.6417
1410,1380.13,82.3889
1411,1372.68,82.4057
1412,1365.83,82.1955
1413,1320.7,87.4214
1414,1343.06,84.4677
1415,1342.88,80.7028
1416,1298.48,88.8557
1417,1461.18,59.6757
1418,1455.85,60.3733
1419,1363.69,88.8636
1420,1361.12,90.1707
1421,1431.77,60.0284
1422,1416.33,60.5558
1423,1483.03,58.6492
1424,1447.83,65.4871
1425,1318.1,83.7036
1426,1311.76,84.0521
1427,1489.33,50.9278
1428,1512.01,47.5644
1429,1438.94,61.2059
1430,1450.55,60.5556
1431,1484.17,46.7786
1432,1466.2,49.0982
1433,1372.1,81.7565
1434,1373.69,81.8947
1435,1463.86,66.2649
1436,1456.9,67.11
1437,1430.96,55.5801
1438,1419.69,57.189
1439,1481.59,62.7555
1440,1483.03,63.1033
1441,1453.43,75.0038
1442,1452.71,75.3308
1443,1448.59,52.8669
1444,1448.11,52.7093
1445,1398.74,59.7625
1446,1384.93,61.1792
1447,1323.96,92.4561
1448,1307.2,95.0257
1449,1407.31,75.413
1450,1423.16,74.0538
1451,1309.41,94.6643
1452,1314.33,94.9833
1453,1349.82,82.3894
1454,1390.49,79.235
1455,1354.93,69.1069
1456,1343.35,75.97
1457,1484.69,46.2877
1458,1480.18,47.5284
1459,1451.61,51.265
1460,1440.33,51.9103
1461,1495.45,49.7907
1462,1501.2,49.2174
1463,1379.68,69.5357
1464,1391.56,68.004
1465,1453.87,60.2252
1466,1469.85,59.7887
1467,1434.32,62.114
1468,1416.71,74.2443
1469,1491.04,50.1179
1470,1504.34,50.0239
1471,1490.54,50.6503
1472,1494.26,50.4697
1473,1414.02,67.0535
1474,1459.24,56.8726
1475,1465.54,50.8197
1476,1443.77,53.4637
1477,1342.97,85.1981
1478,1337.91,87.2502
1479,1450.15,51.0999
1480,1467.13,50.1397
1481,1423.35,70.7099
1482,1378.16,82.3396
1483,1423.16,67.7276
1484,1440.41,65.3346
1485,1469.94,50.1857
1486,1469.64,54.465
1487,1424.09,63.9803
1488,1444.8,58.2354
1489,1377.29,64.6579
1490,1396.7,59.8042
1491,1476.41,48.0171
1492,1489.52,45.7363
1493,1384.53,82.907
1494,1397.43,83.0733
1495,1461.48,56.7352
1496,1454.94,57.2784
1497,1306.14,87.6264
1498,1271.51,89.5009
1499,1431.27,56.3546
1500,1422.48,56.8295
1501,1448.3,58.637
1502,1429.91,63.457
1503,1509.64,51.9751
1504,1501.77,55.2709
1505,1501.43,46.1763
1506,1500.22,46.7539
1507,1415.33,63.2788
1508,1474.78,54.3715
1509,1411.02,76.5455
1510,1406.4,78.4424
1511,1418.02,71.3351
1512,1375.54,79.2348
1513,1499.25,54.8274
1514,1522.81,50.1008
1515,1399.77,80.6323
1516,1397.24,81.0803
1517,1443.36,52.3721
1518,1446.47,52.2829
1519,1410.71,77.1679
1520,1431.96,68.7275
1521,1424.02,66.7253
1522,1416.45,73.1061
1523,1474.78,54.1645
1524,1456.03,60.6463
1525,1494.85,47.1371
1526,1449.14,56.8002
1527,1459.03,65.6923
1528,1443.84,67.0823
1529,1493.03,52.5944
1530,1485.82,53.1542
1531,1483.27,56.1164
1532,1483.92,55.6165
1533,1434.61,55.4247
1534,1444.44,55.8364
1535,1353.08,77.9214
1536,1343.81,79.4522
1537,1423.52,53.3632
1538,1430.9,53.3446
1539,1425.74,64.4897
1540,1421.76,64.0794
1541,1491.73,46.5068
1542,1518.55,43.0764
1543,1360.25,82.4348
1544,1359.93,82.6464
1545,1528.17,44.7562
1546,1520.98,44.638
1547,1409.82,67.787
1548,1420.99,70.0539
1549,1528.94,41.6004
1550,1505.84,45.0958
1551,1498.83,47.1106
1552,1483,48.2877
1553,1509.27,53.7592
1554,1507.84,52.327
1555,1425.37,63.4772
1556,1439.96,62.0078
1557,1488.27,44.0816
1558,1512.52,41.542
1559,1512.19,44.1827
1560,1500.26,45.1157
1561,1441.23,71.2139
1562,1452.73,69.9383
1563,1401.59,76.3314
1564,1381.46,77.6599
1565,1534.63,31.6413
1566,1533.84,32.2273
1567,1446.54,69.4858
1568,1445.61,69.6994
1569,1364.99,81.7466
1570,1416.92,69.8871
1571,1459.26,65.2659
1572,1458.64,64.4953
1573,1430.5,78.9436
1574,1406.21,81.7839
1575,1453.03,70.9557
1576,1472.04,65.9703
1577,1466.84,58.3088
1578,1466.94,58.3351
1579,1467.35,58.1727
1580,1438.43,67.7199
1581,1361.5,83.764
1582,1348.13,86.4606
1583,1489.98,49.067
1584,1486.51,47.2758
1585,1421.84,57.9044
1586,1387.21,61.511
1587,1463.49,71.9185
1588,1447.67,73.08
1589,1517.43,52.0921
1590,1497.14,55.0772
1591,1396.21,74.7908
1592,1416.19,72.4951
1593,1460.04,69.6496
1594,1470.57,67.5787
1595,1467.64,86.5005
1596,1466.11,85.1636
1597,1302.02,94.1946
1598,1318.78,92.5552
1599,1429,81.0163
1600,1442.28,79.7483
1601,1443.51,61.7734
1602,1417.53,66.1195
1603,1435.75,59.3515
1604,1382.74,79.1126
1605,1456.83,52.0043
1606,1446.95,53.0086
1607,1527.01,38.1351
1608,1532.73,36.938
1609,1403.3,81.8515
1610,1365.56,85.2027
1611,1364.93,78.4963
1612,1346.41,80.8367
1613,1361.7,81.0144
1614,1392.66,76.729
1615,1478.85,65.0878
1616,1447.68,70.9012
1617,1528.39,40.4636
1618,1516.22,46.02
1619,1524.03,40.0071
1620,1516.67,40.4528
1621,1472.49,52.3698
1622,1473.34,52.5818
1623,1383.67,82.5881
1624,1392.59,77.0803
1625,1432.23,68.1417
1626,1447.42,66.8918
1627,1500.95,58.0478
1628,1497.35,58.0185
1629,1502.73,43.6128
1630,1548.89,33.3091
1631,1481.83,43.9277
1632,1507.19,39.6064
1633,1499.29,46.6677
1634,1517.88,42.8046
1635,1480.49,67.7044
1636,1470.74,67.1546
1637,1472.37,60.5405
1638,1447.01,71.3874
1639,1457.57,72.5505
1640,1459.77,69.1671
1641,1350.75,78.2715
1642,1361.76,77.3315
1643,1402.24,82.8368
1644,1420.66,79.2727
1645,1457.26,63.3608
1646,1417.56,70.3555
1647,1332.26,102.249
1648,1354.01,96.7365
1649,1480.99,46.3063
1650,1479.75,46.0405
1651,1496.74,61.405
1652,1491.2,62.2078
1653,1397.54,80.024
1654,1469.07,64.6684
1655,1456.53,53.582
1656,1459.09,53.0965
1657,1386.36,93.3458
1658,1368.32,95.1284
1659,1386.45,71.8677
1660,1387.42,71.8446
1661,1529.51,50.3577
1662,1521.24,51.6485
1663,1331.92,74.117
1664,1326.53,74.2666
1665,1504.01,46.9676
1666,1494.62,49.4141
1667,1401.69,82.8626
1668,1404.55,83.5239
1669,1522.4,42.9518
1670,1467.58,52.8775
1671,1315.52,83.4409
1672,1317.68,83.4786
1673,1454.7,56.5399
1674,1452.23,58.5631
1675,1445.79,68.2401
1676,1467.14,68.6477
1677,1334.65,86.3559
1678,1316.04,90.2008
1679,1468.81,62.183
1680,1446.13,72.1458
1681,1394.83,82.0144
1682,1392.49,81.9662
1683,1466.23,56.4269
1684,1462.81,56.8196
1685,1507.5,52.174
1686,1511.3,51.2423
1687,1522.87,42.2596
1688,1518.88,43.5909
1689,1544.85,37.5228
1690,1541.29,38.5824
1691,1294.95,87.0095
1692,1333.59,84.5849
1693,1551.9,33.0754
1694,1546.83,32.6613
1695,1397.92,68.0929
1696,1396.26,67.8228
1697,1388.58,78.1503
1698,1415.53,76.3273
1699,1478.91,61.0037
1700,1478.39,61.0131
1701,1543.22,39.9253
1702,1538.56,40.788
1703,1450.75,77.6287
1704,1460.62,77.47
1705,1474.07,56.3426
1706,1473.39,56.4047
1707,1500.58,49.3257
1708,1493.63,50.4268
1709,1493.96,54.813
1710,1464.87,58.2261
1711,1468.92,62.189
1712,1497.49,55.3214
1713,1540.26,37.6404
1714,1541.92,36.9058
1715,1462.55,61.9881
1716,1446.44,62.0069
1717,1524.9,42.3002
1718,1526.3,41.9775
1719,1481.16,64.4782
1720,1477.53,63.801
1721,1520.11,58.0087
1722,1488.9,63.9223
1723,1477.44,57.1104
1724,1478.74,57.8039
1725,1471.82,56.9246
1726,1482.5,56.6601
1727,1520.2,45.3228
1728,1490.51,53.924
1729,1425.3,68.258
1730,1424.84,68.1732
1731,1433.98,64.1217
1732,1422.25,64.9893
1733,1490.92,46.4315
1734,1467.86,48.033
1735,1523.86,39.3222
1736,1495.64,44.4582
1737,1410.87,64.6481
1738,1410.69,65.6283
1739,1515.6,44.9434
1740,1534.19,40.1134
1741,1535.98,52.1083
1742,1575.06,34.2538
1743,1470.35,61.2684
1744,1474.1,60.5815
1745,1507.51,51.2617
1746,1539.64,45.7184
1747,1437.48,59.6564
1748,1446.92,59.2027
1749,1534.3,43.8851
1750,1550.1,36.6121
1751,1411.7,69.5793
1752,1419.75,68.7433
1753,1445.84,66.2757
1754,1447.38,66.1546
1755,1559.73,34.7139
1756,1553.07,34.8382
1757,1499.2,55.9079
1758,1507.21,54.061
1759,1584.39,28.9106
1760,1587.54,29.0211
1761,1511.18,44.2837
1762,1516.02,45.1283
1763,1489.14,54.2034
1764,1463.06,56.9567
1765,1429.3,62.345
1766,1416.26,63.275
1767,1491.15,49.1699
1768,1514.68,45.9718
1769,1420.56,67.3679
1770,1419.65,67.9139
1771,1465.17,55.9791
1772,1504.63,45.3395
1773,1474.77,54.4409
1774,1486.41,54.7858
1775,1397.72,64.3933
1776,1412.66,61.3487
1777,1432.52,68.6693
1778,1462.67,64.9117
1779,1505.62,52.2926
1780,1488.52,54.9379
1781,1318.53,85.793
1782,1327.91,84.5386
1783,1464.69,50.4184
1784,1472.91,48.8156
1785,1501.89,49.4387
1786,1508.53,48.2005
1787,1414.46,70.733
1788,1448.14,65.2229
1789,1499.83,47.7074
1790,1504.63,47.308
1791,1427.68,62.4883
1792,1436.95,61.81
1793,1527.52,47.3172
1794,1515.66,49.299
1795,1472.2,54.6169
1796,1476.73,53.0304
1797,1431.28,58.4867
1798,1457.66,51.4295
1799,1559.18,33.5265
1800,1552.08,34.9464
1801,1560.41,33.235
1802,1549.5,38.5452
1803,1515.98,46.6609
1804,1492.2,57.7043
1805,1432.25,65.0659
1806,1465.97,59.9989
1807,1492.29,53.0588
1808,1477.23,54.0622
1809,1486.36,57.3376
1810,1502.14,49.4244
1811,1505.3,53.0793
1812,1503.86,53.3432
1813,1458.41,65.1424
1814,1479.03,62.8928
1815,1559.74,32.589
1816,1555.09,32.5647
1817,1446.21,58.6012
1818,1450.92,64.7336
1819,1531.73,44.6888
1820,1579.51,34.6358
1821,1479.28,60.4877
1822,1464.69,63.5806
1823,1477.08,62.3138
1824,1484.94,60.4084
1825,1490.62,53.0432
1826,1411.54,68.5677
1827,1482.61,47.7515
1828,1489.3,45.8468
1829,1532.91,40.8572
1830,1538.53,40.2542
1831,1452.7,63.2951
1832,1474.77,58.7211
1833,1532.23,39.7199
1834,1532.25,39.7387
1835,1462.17,52.2729
1836,1456.29,54.7946
1837,1368.21,74.4144
1838,1376.21,73.3117
1839,1519.56,41.377
1840,1517.78,41.2926
1841,1533.98,39.098
1842,1526.52,40.3592
1843,1457.4,54.049
1844,1484.01,48.7981
1845,1529.97,41.0753
1846,1518.39,42.2107
1847,1500,48.7359
1848,1507.61,47.5691
1849,1504.07,59.9016
1850,1504.57,59.7734
1851,1417.95,67.3988
1852,1423.37,67.1384
1853,1555.12,37.1496
1854,1554.54,37.2408
1855,1428.43,63.3024
1856,1447.31,62.5769
1857,1472.77,53.2014
1858,1491.62,50.4165
1859,1413.25,66.9668
1860,1405.4,66.8198
1861,1514.94,44.5455
1862,1529.65,41.9657
1863,1504.83,48.31
1864,1519.9,46.5321
1865,1511.74,42.9122
1866,1515.34,41.6663
1867,1580.67,32.9276
1868,1556.89,38.4703
1869,1524.44,42.0629
1870,1524.04,41.3534
1871,1500.49,42.5011
1872,1498.27,46.7868
1873,1461.92,60.4128
1874,1452.12,60.6505
1875,1480.64,50.639
1876,1462.73,52.6502
1877,1545.52,36.0501
1878,1536.95,37.2584
1879,1549.36,36.4412
1880,1563.51,34.9529
1881,1490.36,52.294
1882,1438.87,61.3309
1883,1544.05,50.1531
1884,1532.14,47.7349
1885,1514.7,53.8985
1886,1504.89,54.6147
1887,1462.4,57.1398
1888,1476.1,55.7456
1889,1367.41,69.4762
1890,1388.8,67.7023
1891,1405.49,68.0636
1892,1419.41,64.8341
1893,1502.83,51.2795
1894,1506.29,50.7582
1895,1488.42,51.7352
1896,1530.18,42.507
1897,1472.39,59.0958
1898,1474.99,58.4687
1899,1538.68,45.656
1900,1527.58,47.2766
1901,1537.31,41.3696
1902,1533.3,41.4075
1903,1429.59,80.8135
1904,1427.29,81.4382
1905,1525.55,43.8706
1906,1545.25,41.0891
1907,1471.68,64.2126
1908,1475.88,63.9007
1909,1509.67,48.2798
1910,1512.26,48.7489
1911,1520.81,50.0327
1912,1520.22,49.7715
1913,1497.23,51.3895
1914,1495.18,52.01
1915,1556.47,36.3152
1916,1559.05,35.8347
1917,1565.19,34.8722
1918,1552.44,38.4859
1919,1540.81,42.3533
1920,1513.8,50.0929
1921,1497.77,52.9546
1922,1500.61,52.9999
1923,1566.03,45.0755
1924,1566.36,43.8539
1925,1433.18,66.9626
1926,1459.56,58.8785
1927,1527.63,41.3039
1928,1532.12,41.2006
1929,1513.04,47.266
1930,1511.61,47.3481
1931,1476.55,59.7996
1932,1501.73,55.8863
1933,1475.5,62.7398
1934,1489.81,59.4277
1935,1548.6,38.9916
1936,1567,35.1106
1937,1596.26,28.4791
1938,1603.58,24.9343
1939,1533.81,41.6413
1940,1534.87,41.2698
1941,1579.51,32.1254
1942,1584.01,32.1726
1943,1550.43,47.0899
1944,1523.36,53.7741
1945,1513.84,47.4105
1946,1516.77,47.4935
1947,1517.01,49.8475
1948,1523.26,49.5179
1949,1476.36,54.7874
1950,1473.85,55.2763
1951,1579.82,39.7871
1952,1576.14,39.9253
1953,1557.97,38.8509
1954,1586.37,30.4163
1955,1509.76,43.7608
1956,1551.01,34.534
1957,1558.87,36.2077
1958,1607.51,23.8013
1959,1543.32,46.1188
1960,1540.47,46.5801
1961,1582.66,36.894
1962,1586.37,36.6182
1963,1481.51,60.6853
1964,1473.75,61.9268
1965,1584.15,30.9229
1966,1579.52,31.5247
1967,1580.38,42.4463
1968,1580.92,42.3787
1969,1579.46,33.8701
1970,1563.18,36.1924
1971,1560.74,36.6494
1972,1547.44,38.7285
1973,1537.46,46.2844
1974,1530.49,47.5556
1975,1606.08,29.334
1976,1601.14,35.2494
1977,1514.13,47.2943
1978,1530.08,40.3923
1979,1470.02,50.7424
1980,1497.21,47.4062
1981,1483.48,55.9944
1982,1526.03,43.6038
1983,1533,48.1494
1984,1472.48,59.4471
1985,1515.23,48.6267
1986,1525.32,44.0919
1987,1527.98,48.3893
1988,1542.18,46.0017
1989,1475.86,52.6844
1990,1475.72,51.8237
1991,1526.56,67.8142
1992,1544.14,66.2272
1993,1502.88,50.4422
1994,1499.03,50.7917
1995,1455.04,72.1908
1996,1445.62,72.9145
1997,1567.24,31.2005
1998,1574.17,30.8676
1999,1535.3,41.9642
2000,1518.16,43.7197
