Episode,Cross-Entropy Method,Cross-Entropy Method_ErrorBar
3227,1309.08,147.241
3228,1599.26,83.8205
3229,1321.51,140.786
3230,1335.54,144.182
3231,1249.8,160.432
3232,1382.19,139.535
3233,1447.49,109.186
3234,1399.64,130.319
3235,1475.2,147.691
3236,1622.53,84.6611
3237,1426.1,134.02
3238,1607.93,99.9286
3239,1637.4,91.5915
3240,1500.45,112.481
3241,1454.04,103.531
3242,1286.65,175.905
3243,1317.02,169.375
3244,1542.86,85.2437
3245,1575.2,79.4248
3246,1408.4,139.578
3247,1418.95,172.459
3248,1542.57,66.4446
3249,1481.96,118.204
3250,1558.33,68.2387
3251,1542.04,68.9569
3252,1395.36,169.184
3253,1532,133.633
3254,1435.28,132.919
3255,1512.14,81.475
3256,1291.91,169.731
3257,1534.79,75.988
3258,1617.01,70.7388
3259,1390.11,147.892
3260,1537.87,93.3739
3261,1490.71,130.619
3262,1603.28,66.9429
3263,1221.66,205.876
3264,1553.27,81.9246
3265,1632.98,79.2012
3266,1567.72,97.5322
3267,1480.89,131.377
3268,1502.5,97.4491
3269,1465.22,124.472
3270,1494.45,105.566
3271,1620.81,79.2352
3272,1466.19,131.258
3273,1434.84,134.238
3274,1432.05,135.832
3275,1372.3,143.392
3276,1402.13,170.25
3277,1325.07,125.461
3278,1472.93,139.035
3279,1487.22,96.5149
3280,1463.54,125.168
3281,1364.96,126.599
3282,1441.23,124.084
3283,1491.92,86.9899
3284,1449.07,141.698
3285,1447.52,139.706
3286,1618.02,64.434
3287,1377.22,150.208
3288,1620.31,72.0827
3289,1541.34,82.4614
3290,1372.13,146.409
3291,1550.84,126.476
3292,1452,112.213
3293,1500.57,100.153
3294,1493.03,149.404
3295,1271.58,167.122
3296,1435.52,153.121
3297,1322.4,123.767
3298,1496.12,107.393
3299,1430.71,147.234
3300,1335.33,132.673
3301,1348.68,145.116
3302,1434.96,104.103
3303,1510.91,89.1729
3304,1434.63,99.5724
3305,1550.24,82.9731
3306,1418.64,149.16
3307,1557.25,82.5757
3308,1627.48,84.1
3309,1453.3,131.198
3310,1471.65,124.645
3311,1691.04,57.6264
3312,1420.3,166.686
3313,1299.32,206.217
3314,1385.51,140.034
3315,1540.3,85.1731
3316,1298.14,182.128
3317,1355.34,175.424
3318,1567.37,88.0103
3319,1434.65,134.41
3320,1498.98,93.3634
3321,1549.5,88.0429
3322,1423.43,136.193
3323,1554.11,82.6716
3324,1511.37,84.2442
3325,1633.45,64.2455
3326,1630.39,65.6328
3327,1484.93,129.046
3328,1637.16,64.2615
3329,1619.57,59.4079
3330,1605.5,130.117
3331,1404.87,155.694
3332,1463.55,106.693
3333,1633.72,68.8827
3334,1556.58,86.5334
3335,1615.82,59.287
3336,1472.7,115.745
3337,1481.8,106.849
3338,1497.99,118.382
3339,1654.15,91.0618
3340,1423.07,159.204
3341,1506.91,122.12
3342,1589.85,86.019
3343,1654.63,76.3716
3344,1611.42,70.635
3345,1558.46,79.4084
3346,1492.03,97.9272
3347,1379.8,140.085
3348,1603.49,88.4131
3349,1362.42,162.078
3350,1444.1,132.469
3351,1316.1,172.143
3352,1282.41,186.839
3353,1419.42,143.627
3354,1575.65,75.8075
3355,1512.16,93.9991
3356,1357.85,141.446
3357,1498.25,110.999
3358,1555.57,87.9064
3359,1510.58,88.4636
3360,1488.44,109.645
3361,1447.1,158.068
3362,1378.68,164.1
3363,1401.82,162.435
3364,1457.61,152.387
3365,1416.84,161.479
3366,1525.6,120.94
3367,1475.6,105.805
3368,1160.26,223.032
3369,1409.11,149.354
3370,1370.15,151.743
3371,1565.09,98.9122
3372,1298.56,181.355
3373,1538.77,123.847
3374,1514.21,118.539
3375,1554.76,114.517
3376,1725.5,51.3921
3377,1516.82,90.1213
3378,1422.91,195.196
3379,1456.47,121.164
3380,1690.35,66.2877
3381,1623.02,74.6006
3382,1575.29,81.5941
3383,1541.98,79.8396
3384,1636.3,64.6799
3385,1508.4,149.831
3386,1368.76,116.489
3387,1277.12,178.813
3388,1488.83,90.7757
3389,1378.59,148.655
3390,1450.07,100.668
3391,1404,193.136
3392,1452.89,178.42
3393,1563.49,122.633
3394,1516.2,178.833
3395,1428.35,196.727
3396,1376.69,203.505
3397,1478.81,114.96
3398,1527.72,112.073
3399,1501.85,118.705
3400,1594.57,80.3764
3401,1557.57,92.9196
3402,1600.22,74.3181
3403,1321.87,168.249
3404,1381.56,157.147
3405,1543.57,114.992
3406,1526.47,127.594
3407,1615.93,71.6804
3408,1615.13,75.753
3409,1626.02,67.7321
3410,1252.73,202.054
3411,1545.39,88.7198
3412,1466.48,117.7
3413,1544.39,145.877
3414,1579.8,101.668
3415,1432.48,131.311
3416,1527.96,134.311
3417,1537.69,82.6805
3418,1519.24,107.884
3419,1506.95,107.964
3420,1479.72,150.316
3421,1466.19,132.301
3422,1523.89,134.966
3423,1407.62,178.269
3424,1519.02,88.8527
3425,1493.6,128.217
3426,1501.05,136.05
3427,1508.41,80.8101
3428,1658.07,70.7446
3429,1444.82,136.195
3430,1622.47,67.0873
3431,1611.5,72.217
3432,1585.2,73.2286
3433,1530.94,94.3703
3434,1495.73,106.664
3435,1367.75,149.207
3436,1302.15,144.91
3437,1438.87,110.703
3438,1413.25,109.785
3439,1465.36,101.828
3440,1600.72,90.8717
3441,1501.83,102.771
3442,1409.63,131.802
3443,1422.09,140.718
3444,1577.83,95.3881
3445,1426.26,104.97
3446,1413.16,108.621
3447,1156.26,206.454
3448,1360.38,176.984
3449,1290.22,154.988
3450,1207.69,196.562
3451,1025.99,235.578
3452,1295.34,155.505
3453,1399.03,144.171
3454,1061.63,236.457
3455,1346.77,135.321
3456,1480.6,139.783
3457,1559.06,95.5745
3458,1337.67,178.828
3459,1066.7,221.699
3460,1606.26,68.6606
3461,1563.11,84.586
3462,1281.96,180.951
3463,1609.13,90.4272
3464,1444.61,146.158
3465,1535.45,97.4437
3466,1495.6,101.21
3467,1554.32,90.1173
3468,1620.37,88.3556
3469,1385.53,146.858
3470,1390.58,163.901
3471,1399,175.191
3472,1470.1,134.864
3473,1681.23,60.7739
3474,1381.25,132.896
3475,1655.29,64.1252
3476,1476.05,113.758
3477,1527.59,86.6515
3478,1609.61,86.9834
3479,1521.2,87.7958
3480,1658.49,64.3809
3481,1595.38,71.8227
3482,1589.33,120.271
3483,1576.25,121.258
3484,1542.9,122.35
3485,1530.94,122.766
3486,1494.3,167.685
3487,1534.73,126.923
3488,1641.38,74.2168
3489,1534.25,136.11
3490,1586.98,127.941
3491,1700.1,57.6859
3492,1609.33,74.4751
3493,1463.63,128.643
3494,1533.03,122.479
3495,1408.62,173.034
3496,1612.4,106.017
3497,1554.67,133.661
3498,1602.7,87.8473
3499,1645.57,78.7055
3500,1554.76,84.6362
3501,1623.75,71.4622
3502,1521.03,134.909
3503,1571.2,82.6709
3504,1577.57,132.107
3505,1397.6,177.887
3506,1618.36,76.6093
3507,1520.28,88.0041
3508,1439.36,90.43
3509,1562.2,74.4682
3510,1587.7,78.6645
3511,1616.93,78.2128
3512,1643.5,70.3113
3513,1582.31,70.9438
3514,1566.01,70.1909
3515,1482.94,132.759
3516,1502.16,136.039
3517,1643.31,58.249
3518,1312.27,196.279
3519,1633.87,69.026
3520,1718.26,58.4193
3521,1578.83,125.985
3522,1637.01,61.6206
3523,1360.76,137.816
3524,1568.83,91.5982
3525,1556.6,90.0527
3526,1401.02,138.673
3527,1266.42,176.862
3528,1438.04,92.2023
3529,1378.73,131.731
3530,1385.1,165.012
3531,1424.73,134.756
3532,1541.04,109.027
3533,1453.26,169.49
3534,1529.39,154.675
3535,1500.75,86.4363
3536,1400.39,157.895
3537,1595.08,65.5712
3538,1574.1,78.8343
3539,1596.98,86.4204
3540,1539.51,127.387
3541,1322.56,171.444
3542,1698.21,54.3479
3543,1699.97,56.643
3544,1602.86,67.5538
3545,1473.07,132.708
3546,1553.46,126.787
3547,1538.64,70.6934
3548,1504.21,126.137
3549,1629.11,63.3287
3550,1485.01,128.419
3551,1541.72,127.527
3552,1553,83.4002
3553,1612.58,77.0774
3554,1496.23,136.178
3555,1518.26,145.399
3556,1692.97,71.9048
3557,1605.44,69.4166
3558,1610.81,89.793
3559,1438.35,103.686
3560,1540.09,97.3282
3561,1557.71,104.836
3562,1420.52,141.636
3563,1537.15,101.648
3564,1585.63,100.553
3565,1540.99,110.206
3566,1571.69,116.692
3567,1620.67,83.5269
3568,1436.83,152.033
3569,1438.11,142.154
3570,1552.97,101.863
3571,1454.64,127.351
3572,1396.93,169.928
3573,1601.49,55.8032
3574,1441.12,147.593
3575,1475.07,127.738
3576,1532.14,131.121
3577,1538.63,123.086
3578,1592.75,100.217
3579,1492.13,136.498
3580,1404.53,171.54
3581,1276.45,186.619
3582,1463.09,149.779
3583,1516.76,131.038
3584,1588.05,81.2236
3585,1414.92,143.892
3586,1343.45,169.651
3587,1497.12,117.751
3588,1461.28,111.407
3589,1569.14,122.349
3590,1485.38,146.341
3591,1245.06,197.333
3592,1595.26,110.237
3593,1365.89,180.364
3594,1379.97,157.866
3595,1521.32,104.104
3596,1428.89,157.602
3597,1442.66,177.341
3598,1595.5,104.636
3599,1339.75,171.403
3600,1429.37,124.592
3601,1418.41,127.276
3602,1418.04,155.376
3603,1569.06,90.0511
3604,1572.55,80.4362
3605,1617.85,77.6052
3606,1586.17,80.6559
3607,1438.15,116.571
3608,1465.1,139.381
3609,1504.54,140.515
3610,1447.87,110.874
3611,1349.72,137.752
3612,1526.83,91.7604
3613,1511.84,116.596
3614,1500.73,115.416
3615,1493.24,114.228
3616,1435.06,114.787
3617,1390.67,156.175
3618,1492.35,118.41
3619,1617.6,93.3599
3620,1557.84,93.713
3621,1321.16,182.37
3622,1527.27,85.7435
3623,1610.15,91.8542
3624,1558.14,74.4375
3625,1570.21,81.5412
3626,1490.22,130.233
3627,1585.79,80.1239
3628,1549.16,87.363
3629,1603.44,63.3397
3630,1438.77,106.187
3631,1587.47,91.0983
3632,1515.22,141.493
3633,1327.71,168.352
3634,1495.52,132.565
3635,1335.69,169.41
3636,1568.84,93.5108
3637,1686.64,64.337
3638,1501.71,158.866
3639,1539.67,92.9086
3640,1662.06,52.436
3641,1651.21,61.6955
3642,1618.25,64.3855
3643,1432.69,152.365
3644,1248.05,175.297
3645,1630.12,78.4789
3646,1405.6,171.003
3647,1366.01,170.412
3648,1391.88,168.529
3649,1519.46,130.87
3650,1501.72,118.677
3651,1564.1,70.3301
3652,1639.02,70.163
3653,1414.62,157.016
3654,1539.41,131.35
3655,1504.78,131.511
3656,1647.44,73.86
3657,1656.36,68.7748
3658,1639.66,67.8936
3659,1667.63,67.941
3660,1611.76,77.0962
3661,1350.35,157.216
3662,1232.1,191.026
3663,1494.71,107.152
3664,1467.44,98.2819
3665,1461.69,101.534
3666,1545.97,84.7232
3667,1451.78,110.944
3668,1509.96,102.052
3669,1631.48,107.028
3670,1616.53,91.5836
3671,1632.56,91.9534
3672,1629.76,92.996
3673,1589.81,70.2313
3674,1561.43,138.967
3675,1459.84,144.054
3676,1684.98,70.1986
3677,1284.2,178.053
3678,1602.73,69.5723
3679,1406.94,145.595
3680,1353.21,173.703
3681,1430.46,178.622
3682,1372.86,143.437
3683,1458.58,96.6808
3684,1334.47,190.566
3685,1533.37,108.812
3686,1669.77,87.2325
3687,1542.25,113.61
3688,1587.49,78.8666
3689,1588.32,86.6739
3690,1587.36,81.6088
3691,1341.95,187.805
3692,1371.62,175.092
3693,1539.9,93.5573
3694,1496.43,135.744
3695,1472.22,129.727
3696,1481.7,128.643
3697,1600.62,67.6543
3698,1528.22,125.396
3699,1517.5,117.452
3700,1697.58,47.4265
3701,1638.56,68.8803
3702,1626.63,62.7933
3703,1367.88,173.576
3704,1419.75,123.618
3705,1572.03,72.9417
3706,1449.64,123.334
3707,1492.47,104.825
3708,1408.08,154.102
3709,1545.86,68.3355
3710,1547.27,133.906
3711,1699.84,49.6994
3712,1664.21,41.4733
3713,1365.46,193.653
3714,1653.48,124.363
3715,1490.53,114.209
3716,1498.34,114.46
3717,1362.41,164.778
3718,1448.62,150.693
3719,1462.31,132.126
3720,1355.42,152.597
3721,1541.21,78.0559
3722,1681.82,63.9246
3723,1340.79,192.047
3724,1399.77,152.279
3725,1432.03,159.665
3726,1528.05,106.942
3727,1671.35,67.1812
3728,1693.77,66.7306
3729,1652.6,65.1562
3730,1640.38,66.7481
3731,1465.08,134.439
3732,1600.32,82.6036
3733,1576.06,78.5656
3734,1089.49,206.736
3735,1596.2,84.3699
3736,1559.56,91.5718
3737,1526.39,96.6772
3738,1471.48,126.061
3739,1657.35,50.6956
3740,1552.79,123.273
3741,1496.89,130.543
3742,1308.6,172.858
3743,1637.6,53.8879
3744,1642.9,58.7754
3745,1567.87,129.17
3746,1489.78,168.446
3747,1595.66,129.14
3748,1216.82,187.734
3749,1515.28,122.236
3750,1582.87,109.471
3751,1559.59,85.0013
3752,1557,87.1592
3753,1617.97,79.7477
3754,1566.51,77.244
3755,1632.91,72.6903
3756,1629.36,98.8763
3757,1388.56,176.42
3758,1599.06,73.3084
3759,1654.96,119.05
3760,1403.84,176.399
3761,1534.46,133.315
3762,1510.61,137.749
3763,1381.64,175.198
3764,1330.46,174.443
3765,1541.71,88.328
3766,1534.78,77.9076
3767,1557.21,65.3964
3768,1371.87,174.636
3769,1332.98,197.069
3770,1546.52,135.4
3771,1522.08,137.838
3772,1421.69,131.616
3773,1504.47,137.603
3774,1715.04,75.7727
3775,1555.73,95.4299
3776,1256.07,178.512
3777,1444.68,182.392
3778,1521.59,91.7134
3779,1480.8,149.975
3780,1410.75,131.472
3781,1560.68,92.2002
3782,1612.55,72.6716
3783,1578.42,74.1914
3784,1451.05,167.708
3785,1449.14,142.865
3786,1556.76,80.6887
3787,1528.66,89.8119
3788,1515.87,133.247
3789,1558.74,77.6352
3790,1498.59,112.949
3791,1440.65,153.777
3792,1607.78,69.0563
3793,1560.98,63.81
3794,1600.27,73.6046
3795,1618.24,77.1589
3796,1568.67,87.2916
3797,1553.22,130.325
3798,1435.47,135.411
3799,1286.63,159.39
3800,1464.57,95.1964
3801,1571.39,76.9783
3802,1505.82,79.949
3803,1529.57,129.926
3804,1521.62,133.108
3805,1566.62,102.771
3806,1541.94,98.5457
3807,1651.73,83.4969
3808,1580.37,79.8626
3809,1493.61,137.028
3810,1514.3,127.413
3811,1645.7,69.5507
3812,1580.3,135.64
3813,1327.73,193.584
3814,1345.2,167.551
3815,1345.96,162.011
3816,1651.61,67.1831
3817,1623.68,75.0973
3818,1557.63,102.58
3819,1620.98,79.4911
3820,1522.24,134.52
3821,1481.28,105.18
3822,1519.64,134.709
3823,1491.66,161.232
3824,1656.33,68.9723
3825,1485.17,132.352
3826,1513.8,133.267
3827,1526.1,139.142
3828,1322.47,198.143
3829,1534.89,78.0825
3830,1567.96,70.3467
3831,1318.81,149.673
3832,1403.35,134.021
3833,1328.81,174.914
3834,1497.4,99.1015
3835,1572.47,90.1251
3836,1585.66,66.7319
3837,1503.13,98.8807
3838,1416.92,133.55
3839,1441.71,140.206
3840,1554.08,82.9394
3841,1522.51,106.666
3842,1417.23,105.659
3843,1461.82,145.629
3844,1480.35,140.397
3845,1447.86,138.159
3846,1389.09,172.425
3847,1699.47,54.8955
3848,1376.41,197.704
3849,1631.76,66.9008
3850,1551.56,116.846
3851,1310.48,175.812
3852,1492.64,133.433
3853,1516.08,97.0735
3854,1561.95,126.72
3855,1511.85,88.8367
3856,1599.98,54.2064
3857,1635.96,63.5011
3858,1463.02,139.303
3859,1526.24,105.565
3860,1611.47,74.313
3861,1522.42,102.081
3862,1494.47,126.17
3863,1541.79,132.512
3864,1420.72,149.437
3865,1649.46,56.3469
3866,1458.81,155.773
3867,1621.14,55.3444
3868,1682.5,53.6579
3869,1627.59,58.7514
3870,1587.31,121.187
3871,1712.58,49.5241
3872,1714.93,47.4699
3873,1632.46,53.405
3874,1517.13,119.199
3875,1485.66,161.412
3876,1525.02,156.315
3877,1546.44,127.807
3878,1556.92,71.6093
3879,1573.86,70.6941
3880,1384.21,213.391
3881,1448.15,126.62
3882,1378.99,173.49
3883,1625.09,58.2103
3884,1618.56,58.5374
3885,1547.64,124.06
3886,1584.06,62.1078
3887,1644.19,52.2111
3888,1651.77,60.387
3889,1449.46,139.294
3890,1550.2,87.6338
3891,1474.87,140.187
3892,1417.93,128.716
3893,1562.7,87.7562
3894,1562.16,82.2439
3895,1553.64,86.6878
3896,1653.63,60.1668
3897,1412.2,135.489
3898,1463.02,135.838
3899,1621.33,88.3397
3900,1547.63,80.6627
3901,1360.31,166.758
3902,1631.14,77.8195
3903,1561.51,123.765
3904,1483.54,132.078
3905,1568.03,88.5193
3906,1622.8,64.9101
3907,1562.35,83.198
3908,1496.77,78.1699
3909,1590.51,84.9282
3910,1409.31,133.427
3911,1566.34,83.2131
3912,1479.85,89.1735
3913,1597.22,80.4725
3914,1606.83,88.9227
3915,1422.38,136.558
3916,1604.96,92.5163
3917,1376.11,173.087
3918,1495.62,99.3821
3919,1340.03,172.233
3920,1620.28,77.4123
3921,1273.67,194.744
3922,1600.65,94.696
3923,1292.28,185.557
3924,1578.73,91.8307
3925,1548.29,79.9695
3926,1521.85,128.143
3927,1623.77,67.4485
3928,1439.79,143.436
3929,1546.56,80.9893
3930,1414.85,167.159
3931,1524.83,137.031
3932,1560.46,78.4694
3933,1374.66,150.751
3934,1540.91,140.324
3935,1404.59,150.134
3936,1497.07,104.232
3937,1298.66,181.32
3938,1362.1,145.027
3939,1172.57,216.153
3940,1458.99,134.162
3941,1428.62,140.743
3942,1447.6,121.692
3943,1595.4,48.2451
3944,1598.65,62.1529
3945,1471.14,128.696
3946,1576.55,118.921
3947,1587.12,122.043
3948,1463.77,131.734
3949,1655.42,90.2318
3950,1532.67,106.105
3951,1504.57,124.203
3952,1395.13,153.826
3953,1504.61,110.235
3954,1488.2,139.508
3955,1541.27,136.505
3956,1483.48,102.388
3957,1521.94,102.662
3958,1645.79,81.1727
3959,1568.37,68.2143
3960,1472.01,133.334
3961,1417.82,140.278
3962,1474.62,171.633
3963,1552.18,89.9304
3964,1601.9,68.4316
3965,1593.86,68.0083
3966,1395.17,174.95
3967,1557.04,125.695
3968,1623.84,60.8305
3969,1591.68,120.298
3970,1655.2,55.5448
3971,1457.37,87.5531
3972,1618.6,50.5017
3973,1662.69,76.6465
3974,1142.23,220.277
3975,1606.68,70.6697
3976,1483.06,116.78
3977,1490.16,136.311
3978,1554.86,132.271
3979,1502.78,122.179
3980,1589.41,123.401
3981,1641.42,71.6312
3982,1470.03,128.857
3983,1509.84,134.713
3984,1426.79,169.822
3985,1239.75,204.592
3986,1493.82,167.753
3987,1475.96,96.031
3988,1568.42,125.931
3989,1464.58,171.778
3990,1719.86,46.9586
3991,1575.48,82.0937
3992,1578.65,82.2135
3993,1518.76,84.7706
3994,1257.85,197.617
3995,1434.77,139.45
3996,1404.62,170.038
3997,1563.78,72.7385
3998,1388.53,165.079
3999,1475.79,76.4068
4000,1591.6,69.7637
4001,1298.26,179.77
4002,1435.74,138.706
4003,1529.67,121.768
4004,1690.68,57.3943
4005,1474.62,123.179
4006,1520.25,124.631
4007,1524.52,126.033
4008,1303.06,200.596
4009,1622.88,72.6081
4010,1568.6,73.1219
4011,1675.33,53.1055
4012,1475.68,134.727
4013,1473.91,130.954
4014,1624.49,78.7983
4015,1608.68,128.198
4016,1478.51,125.061
4017,1547.77,73.263
4018,1659.42,73.5683
4019,1420.2,131.614
4020,1559.16,72.9182
4021,1541.25,82.3073
4022,1645.16,52.7748
4023,1504.69,97.4761
4024,1626.09,85.2077
4025,1576.88,114.59
4026,1473.33,137.271
4027,1547.89,101.039
4028,1626.07,73.7061
4029,1281.75,193.023
4030,1528.84,125.03
4031,1505.96,129.504
4032,1475.28,131.318
4033,1634.22,59.8785
4034,1455.09,132.952
4035,1586.65,72.0265
4036,1442.76,142.426
4037,1437.05,170.227
4038,1611.56,75.6292
4039,1515.86,108.172
4040,1311.8,181.48
4041,1506.75,106.881
4042,1436.07,180.794
4043,1448.29,164.99
4044,1482.38,113.692
4045,1501.76,86.1171
4046,1496.87,98.3773
4047,1429.86,131.499
4048,1663.37,67.9868
4049,1570.56,73.1046
4050,1591.88,82.3313
4051,1542.74,131.885
4052,1482.54,138.317
4053,1391.34,169.079
4054,1353.77,152.912
4055,1567.96,74.5414
4056,1497.05,133.495
4057,1478.27,135.57
4058,1236.89,202.057
4059,1311.38,168.07
4060,1498.27,97.3732
4061,1552.11,99.0999
4062,1474.85,133.354
4063,1509.74,146.075
4064,1377.12,175.933
4065,1539.42,88.4396
4066,1377.28,172.152
4067,1409.36,142.724
4068,1473.63,137.829
4069,1500.97,117.919
4070,1404.1,138.726
4071,1476.16,98.3923
4072,1272.23,178.315
4073,1312.82,151.024
4074,1487.26,108.596
4075,1542.33,86.2274
4076,1402.88,141.015
4077,1549.05,94.0589
4078,1572.28,95.4875
4079,1432.75,138.168
4080,1458.53,138.498
4081,1689.82,35.3593
4082,1671.57,48.3613
4083,1689.05,37.7685
4084,1607.48,48.9107
4085,1739.74,47.7864
4086,1641.66,46.0754
4087,1585.66,123.798
4088,1546.43,116.797
4089,1695.67,53.9885
4090,1607.16,63.869
4091,1520.2,122.664
4092,1692.7,52.8576
4093,1524.86,125.692
4094,1483.52,114.578
4095,1361.79,159.697
4096,1391.09,143.357
4097,1224.76,169.377
4098,1524.74,76.3431
4099,1547.75,130.813
4100,1630.42,69.9838
4101,1572.1,71.0175
4102,1378.11,172.207
4103,1556.75,127.861
4104,1608.1,61.0636
4105,1631.61,80.7049
4106,1669.94,36.6798
4107,1577.76,91.1418
4108,1542.04,71.8822
4109,1464.74,168.17
4110,1528.32,121.01
4111,1467.61,115.199
4112,1149.67,210.427
4113,1406.17,141.734
4114,1567.88,123.589
4115,1463.48,115.795
4116,1617.34,65.5487
4117,1540.92,91.2842
4118,1670,48.1898
4119,1563.44,81.3575
4120,1444.81,134.913
4121,1635.19,53.2657
4122,1619.38,52.7714
4123,1419.69,178.158
4124,1371.59,175.565
4125,1568.3,127.266
4126,1635.98,58.089
4127,1457.29,141.301
4128,1346.24,148.379
4129,1581.55,61.7405
4130,1543.66,80.9378
4131,1610.48,123.015
4132,1499.05,126.069
4133,1652.34,63.5012
4134,1646.31,67.008
4135,1542.93,129.125
4136,1502.93,127.138
4137,1626.72,51.9627
4138,1515.72,128.881
4139,1596.88,80.5129
4140,1545.1,89.3388
4141,1700.48,35.3923
4142,1369,170.299
4143,1667.52,61.2306
4144,1595.8,70.1212
4145,1672.23,37.1313
4146,1371.31,195.591
4147,1541.38,129.266
4148,1529.46,131.023
4149,1567.81,129.696
4150,1673.49,65.277
4151,1609.35,61.9316
4152,1514.9,130.373
4153,1646.23,62.969
4154,1599.66,122.274
4155,1551.96,58.5657
4156,1434.29,181.672
4157,1705.41,36.7016
4158,1511.55,131.452
4159,1408.8,164.832
4160,1584.22,72.7737
4161,1502.95,125.664
4162,1492.01,125.428
4163,1485.7,150.871
4164,1369.14,168.049
4165,1692.6,52.0726
4166,1635.84,58.0705
4167,1471.57,161.7
4168,1692.63,47.8235
4169,1780.8,47.1909
4170,1602.42,62.9426
4171,1551.72,94.6866
4172,1451.82,141.115
4173,1453.73,157.595
4174,1501.18,98.013
4175,1401.77,169.077
4176,1545.38,99.7987
4177,1644.94,96.4946
4178,1512.39,125.321
4179,1439.65,158.716
4180,1495.68,122.628
4181,1659.01,53.8858
4182,1469.46,139.698
4183,1532.76,126.611
4184,1701.6,61.2496
4185,1622.89,72.1782
4186,1515.85,131.746
4187,1600.07,70.2686
4188,1593.92,76.3045
4189,1505.27,113.264
4190,1709.3,64.8525
4191,1693.13,35.0081
4192,1678.72,51.9918
4193,1746.64,58.5971
4194,1254.36,217.805
4195,1528.12,122.983
4196,1500.92,122.529
4197,1446.85,164.472
4198,1699.61,50.8898
4199,1596.49,55.4891
4200,1660.41,53.9647
4201,1545.51,118.939
4202,1674.91,51.0268
4203,1702.45,46.7284
4204,1387.12,172.257
4205,1378.57,179.818
4206,1623.03,78.3205
4207,1575.33,69.5321
4208,1602.52,70.2123
4209,1649.08,72.4558
4210,1560.44,132.446
4211,1632.25,75.2002
4212,1573.64,129.329
4213,1728.14,32.6547
4214,1712.63,50.0933
4215,1596.16,119.573
4216,1533.49,123.408
4217,1661.44,53.8469
4218,1666.07,50.603
4219,1259.19,201.954
4220,1322.73,154.991
4221,1467.11,117.075
4222,1508.86,96.756
4223,1346.12,208.142
4224,1277.45,177.762
4225,1665.73,50.2162
4226,1572.39,124.187
4227,1520.23,122.302
4228,1564.41,119
4229,1586.13,121.256
4230,1566.61,123.572
4231,1329.09,178.862
4232,1495.35,95.6754
4233,1467.73,140.103
4234,1471.76,133.683
4235,1502.07,91.9077
4236,1412.76,138.855
4237,1649.76,67.5338
4238,1404.35,163.97
4239,1516.48,93.6104
4240,1556.14,89.2717
4241,1483.04,130.903
4242,1571.54,70.1472
4243,1584.29,122.096
4244,1674.76,50.9604
4245,1714.73,47.8394
4246,1626.49,67.5842
4247,1506.52,118.919
4248,1522.29,131.077
4249,1652.15,79.4309
4250,1649.84,81.9386
4251,1487.28,134.651
4252,1641.64,73.9315
4253,1469.59,135.423
4254,1514.69,134.226
4255,1697.25,56.6179
4256,1476.16,131.262
4257,1623.15,80.6389
4258,1689.24,82.2116
4259,1236.18,209.738
4260,1241.15,220.731
4261,1670.28,54.4875
4262,1409.53,166.461
4263,1578.95,117.666
4264,1678.39,55.2068
4265,1641.49,57.7627
4266,1632.25,59.0031
4267,1463.35,132.499
4268,1529.89,132.244
4269,1500.45,135.092
4270,1556.44,72.3114
4271,1680.36,65.6113
4272,1395.86,178.973
4273,1493.35,135.78
4274,1651.64,69.1081
4275,1602.09,72.1692
4276,1630.19,74.0798
4277,1510.36,136.834
4278,1495.89,133.485
4279,1657.81,61.3546
4280,1677.48,48.0707
4281,1419.06,164.792
4282,1548.53,125.562
4283,1647.55,61.1629
4284,1645.6,121.194
4285,1496.37,150.258
4286,1574.05,71.1185
4287,1460.32,131.049
4288,1635.17,71.9792
4289,1633.53,72.7807
4290,1605.09,127.868
4291,1462.07,113.378
4292,1358.73,155.632
4293,1564.51,88.7473
4294,1456.64,146.085
4295,1503.34,114.111
4296,1453.17,151.658
4297,1424.09,143.846
4298,1370.04,176.168
4299,1487.49,132.225
4300,1451.27,103.49
4301,1668.22,76.3845
4302,1676.33,74.8245
4303,1684.37,62.9893
4304,1604.26,73.5545
4305,1576.09,71.1832
4306,1623.23,76.1565
4307,1684.53,76.695
4308,1611.4,77.7926
4309,1496.46,125.162
4310,1519.16,129.363
4311,1627.14,57.4203
4312,1643.07,54.724
4313,1664.61,54.1773
4314,1701.18,53.6835
4315,1518.44,109.094
4316,1388.32,128.7
4317,1373.31,125.617
4318,1419.99,126.601
4319,1391.06,124.008
4320,1490.51,108.219
4321,1305.23,199.592
4322,1600.62,80.026
4323,1511.73,131.176
4324,1418.58,131.358
4325,1534.8,79.0191
4326,1455.25,136.067
4327,1571.13,137.802
4328,1661.76,54.9458
4329,1674.4,54.0386
4330,1669.96,59.9992
4331,1702.34,61.7685
4332,1547.25,118.944
4333,1578.52,84.1065
4334,1676.92,55.4899
4335,1639.88,59.8143
4336,1679.18,54.0398
4337,1510.8,95.0946
4338,1613.64,61.1986
4339,1517.33,94.4406
4340,1330.77,183.928
4341,1567.38,91.4366
4342,1439.63,146.532
4343,1569.74,98.5418
4344,1526,90.3444
4345,1475.23,123.473
4346,1631,64.1042
4347,1582.45,67.4765
4348,1581.21,67.7647
4349,1632.57,64.1422
4350,1455.44,131.511
4351,1539.5,135.901
4352,1547.61,71.7004
4353,1511.91,134.558
4354,1573.07,130.953
4355,1591.14,71.7972
